,co2
2019-12,13.11288418381266
2020-01,13.140104791891453
2020-02,13.083465448428269
2020-03,11.766201843244133
2020-04,9.530810181839648
2020-05,9.868899044633473
2020-06,9.943260012096902
2020-07,10.095576161181878
2020-08,9.865903917998844
2020-09,9.915763583979635
2020-10,10.085531942379898
2020-11,9.385130392239358
2020-12,8.8965981958766
