date,E_Mio.tonnes_CO2,M_Mio.tonnes_CO2,ECO_Mio.tonnes_CO2,Total_CO2_Emission
Jan-90,59.831181264324,11.965386104765866,32.01540378878974,103.81197115787961
Feb-90,57.3382153783105,12.509267291346132,31.287780975408154,101.13526364506478
Mar-90,52.35228360628351,13.325089071216532,30.56015816202657,96.23753083952661
Apr-90,49.859317720270006,14.004940554441866,29.1049125352634,92.96917080997527
May-90,44.873385948243005,14.276881147732,27.649666908500226,86.79993400447523
Jun-90,42.380420062229504,14.412851444377067,26.19442128173706,82.98769278834364
Jul-90,39.88745417621601,13.732999961151732,27.06756865779496,80.68802279516271
Aug-90,43.62690300523626,13.8689702577968,27.649666908500226,85.14554017153328
Sep-90,47.366351834256506,14.412851444377067,28.231765159205494,90.01096843783907
Oct-90,49.859317720270006,14.276881147732,29.1049125352634,93.2411114032654
Nov-90,53.598766549290254,13.732999961151732,29.83253534864498,97.16430185908696
Dec-90,57.3382153783105,12.6452375879912,30.56015816202657,100.54361112832827
Jan-91,58.507530819879,12.178460693080732,29.72669530333066,100.41268681629039
Feb-91,56.069717035717375,12.732027088220766,29.051088591891325,97.85283271582946
Mar-91,51.19408946739413,13.562376680930814,28.375481880451996,93.13194802877695
Apr-91,48.7562756832325,14.254334674855857,27.024268457573328,90.03487881566168
May-91,43.880648114909256,14.531117872425874,25.67305503469466,84.08482102202979
Jun-91,41.44283433074762,14.669509471210882,24.321841611815994,80.4341854137745
Jul-91,39.005020546586,13.97755147728584,25.132569665543198,78.11514168941504
Aug-91,42.66174122282844,14.115943076070849,25.67305503469466,82.45073933359394
Sep-91,46.318461899070876,14.669509471210882,26.213540403846128,87.20151177412788
Oct-91,48.7562756832325,14.531117872425874,27.024268457573328,90.31166201323171
Nov-91,52.41299635947494,13.97755147728584,27.69987516901266,94.09042300577343
Dec-91,56.069717035717375,12.870418687005774,28.375481880451996,97.31561760317514
Jan-92,55.165708365322004,12.6173684107042,28.11230198568309,95.8953787617093
Feb-92,52.867137183433584,13.190885156645301,27.473386031463015,93.53140837154189
Mar-92,48.26999481965676,14.051160275556951,26.834470077242948,89.15562517245667
Apr-92,45.97142363776834,14.768056207983326,25.556638168802806,86.29611801455448
May-92,41.37428127399151,15.054814580953876,24.278806260362664,80.70790211530804
Jun-92,39.07571009210309,15.19819376743915,23.000974351922526,77.27487821146477
Jul-92,36.777138910214674,14.481297835012775,23.76767349698661,75.02611024221406
Aug-92,40.2249956830473,14.62467702149805,24.278806260362664,79.12847896490801
Sep-92,43.67285245587992,15.19819376743915,24.78993902373872,83.6609852470578
Oct-92,45.97142363776834,15.054814580953876,25.556638168802806,86.58287638752502
Nov-92,49.41928041060096,14.481297835012775,26.195554123022873,90.0961323686366
Dec-92,52.867137183433584,13.334264343130576,26.834470077242948,93.0358716038071
Jan-93,55.23416054392,12.938237623262603,27.006194744563807,95.17859291174642
Feb-93,52.93273718792333,13.526339333410903,26.392417591278264,92.85149411261249
Mar-93,48.32989047593,14.408491898633352,25.778640437992724,88.51702281255608
Apr-93,46.02846711993333,15.143619036318729,24.55108613142164,85.7231722876737
May-93,41.42562040794,15.43766989139288,23.32353182485056,80.18682212418344
Jun-93,39.124197051943334,15.584695318929954,22.09597751827948,76.80486988915277
