;;;;;Januar;Januar;Januar;Februar;Februar;Februar;März;März;März;April;April;April;Mai;Mai;Mai;Juni;Juni;Juni;Juli;Juli;Juli;August;August;August;September;September;September;Oktober;Oktober;Oktober;November;November;November;Dezember;Dezember;Dezember
;;;;;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord;Luftfahrtbewegungen;Passagiere an Bord;Fracht und Post an Bord
;;;;;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t;Anzahl;Anzahl;t
2012;F-FRA;Frankfurt/Main;Landung;Flugzeuge über 20 bis 25 t Startgewicht;274;7813;129;277;7677;125;274;8016;132;233;6847;108;256;7561;130;216;6755;123;189;5386;122;227;6563;146;202;5937;122;196;4765;131;245;5919;142;223;5752;80
2012;F-FRA;Frankfurt/Main;Landung;Flugzeuge über 25 bis 75 t Startgewicht;10318;790208;1629;9161;671994;1700;10820;834767;1900;10590;893940;1647;11205;923379;1647;11087;983492;1691;11304;1063326;1583;11107;1009575;1532;11017;1003978;1565;11366;998002;1710;10429;837231;1717;9359;746420;1777
2012;F-FRA;Frankfurt/Main;Landung;Flugzeuge über 75 bis 175 t Startgewicht;3555;464391;3117;3373;412327;3223;4192;538211;3827;4410;641825;3489;4944;686272;3888;4934;740570;3972;4871;762030;3727;4849;763760;3604;4802;745822;3708;4862;754325;3826;3757;517615;4018;3228;432247;3690
2012;F-FRA;Frankfurt/Main;Landung;Flugzeuge über 175 t Startgewicht;4217;812971;63012;3960;685365;65836;4410;853485;80377;4422;877736;74708;4605;914003;72783;4558;957308;73587;4773;950179;72342;4738;1036305;70146;4535;952567;74364;4515;860617;74419;4170;762180;80401;4056;770420;74009
2012;F-FRA;Frankfurt/Main;Landung;Insgesamt;18534;2076131;67907;16931;1778166;70904;19918;2235392;86252;19810;2421186;79967;21204;2532013;78470;21010;2689653;79391;21336;2781880;77789;21091;2817400;75442;20773;2709488;79776;21163;2618802;80103;18781;2123284;86296;16999;1955137;79571
2012;;Insgesamt;Start;Flugzeuge bis 2 t Startgewicht;2736;127;-;3167;177;-;5226;458;-;4416;812;0;4747;1394;0;4197;1520;0;4171;1490;-;5048;1790;0;4259;1655;0;3937;1062;0;2754;270;0;1661;148;0
2012;;Insgesamt;Start;Flugzeuge über 2 bis 5,7 t Startgewicht;1736;1529;5;1537;1523;12;1924;1801;28;1936;1701;7;2131;2424;8;2001;2280;3;1816;3554;11;1931;2777;9;2314;2355;3;1963;1826;5;1694;1463;14;1456;1340;21
2012;;Insgesamt;Start;Flugzeuge über 5,7 bis 14 t Startgewicht;1339;6525;165;1337;5308;197;1483;6713;149;1184;6737;120;1624;8484;162;1534;7883;172;1255;5023;218;1214;4434;209;1472;7135;197;1323;6997;211;1304;5911;158;971;4656;114
2012;;Insgesamt;Start;Flugzeuge über 14 bis 20 t Startgewicht;876;15471;85;837;15234;151;1091;21710;126;882;17752;117;1073;20967;77;1076;22037;77;876;18655;72;790;16666;70;1061;24064;65;1040;21836;73;964;16473;122;781;13250;104
2012;;Insgesamt;Start;Flugzeuge über 20 bis 25 t Startgewicht;2362;60110;1426;2350;63272;1543;2467;71506;1578;2301;66160;1400;2478;74696;1557;2510;73605;1513;2549;72610;1497;2229;61777;1460;2407;74040;1429;2609;71868;1503;2224;55872;1428;1781;45198;1267
2012;;Insgesamt;Start;Flugzeuge über 25 bis 75 t Startgewicht;47248;3670700;6291;46249;3655323;6427;52541;4442583;6810;51927;4567285;6165;56332;5065185;6329;55901;5026379;6141;57111;5418206;6011;54753;5099936;6247;55495;5200754;6108;56464;4989956;6662;49118;4005540;6705;43436;3713347;6535
2012;;Insgesamt;Start;Flugzeuge über 75 bis 175 t Startgewicht;13609;1561682;29994;13586;1651749;31311;17055;2212338;36280;17384;2335818;33153;20088;2816190;35739;20723;2928984;35802;20696;3206317;34650;20755;2984261;32492;20935;3019359;34278;21203;2922409;35684;16466;2016522;36492;13976;1782766;33807
2012;;Insgesamt;Start;Flugzeuge über 175 t Startgewicht;7213;1140936;126019;6729;1045115;141915;7492;1220421;156870;7413;1155808;143228;7847;1252845;149057;7813;1323901;155132;8139;1633180;159473;8081;1495116;149103;7833;1396293;153335;7765;1407794;157726;7105;1114702;158478;6755;1169506;145005
2012;;Insgesamt;Start;Insgesamt;77119;6457080;163985;75792;6437701;181556;89279;7977530;201841;87443;8152073;184190;96320;9242185;192929;95755;9386589;198840;96613;10359035;201932;94801;9666757;189590;95776;9725655;195415;96304;9423748;201864;81629;7216753;203397;70817;6730211;186853
2012;;Insgesamt;Landung;Flugzeuge bis 2 t Startgewicht;2759;120;0;3178;152;0;5244;369;-;4409;669;0;4747;1133;-;4167;1287;-;4182;1217;0;5042;1566;0;4216;1516;0;3949;1017;-;2749;257;0;1654;129;-
2012;;Insgesamt;Landung;Flugzeuge über 2 bis 5,7 t Startgewicht;1716;1366;0;1537;1408;12;1939;1728;6;1911;1442;0;2140;2090;0;1963;2001;1;1794;3136;1;1914;2210;3;2299;2247;0;1961;1859;3;1658;1459;15;1442;1236;15
2012;;Insgesamt;Landung;Flugzeuge über 5,7 bis 14 t Startgewicht;1379;6568;90;1351;5361;105;1515;6441;91;1180;6622;51;1620;8311;59;1555;7967;78;1243;5340;68;1253;4496;66;1479;7546;72;1373;7180;69;1317;6306;64;976;4959;56
2012;;Insgesamt;Landung;Flugzeuge über 14 bis 20 t Startgewicht;886;16833;81;854;15199;73;1087;21052;98;893;17744;56;1103;20273;69;1071;21656;80;892;18330;66;816;17015;52;1074;23788;68;1051;21931;74;981;16594;111;781;12667;82
2012;;Insgesamt;Landung;Flugzeuge über 20 bis 25 t Startgewicht;2335;61425;1113;2325;61220;1058;2447;68417;1161;2288;68546;1041;2471;71862;1150;2482;73114;1077;2530;75808;1074;2222;62168;1058;2380;73420;1097;2597;74463;1140;2207;55933;1082;1752;42835;915
