Stations_ID;Von_Datum;Bis_Datum;Stationsname;Parameter;Parameterbeschreibung;Einheit;Datenquelle (Strukturversion=SV);Zusatz-Info;Besonderheiten;Literaturhinweis;eor;
2932;19910101;20010331;Leipzig/Halle;MO_TX;Monatsmittel des Lufttemperatur Maximums;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK));arithm.Mittel aus Tages-Extremen;;;eor;
2932;20010401;20200531;Leipzig/Halle;MO_TX;Monatsmittel des Lufttemperatur Maximums;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);arithm.Mittel aus Tages-Extremen;;;eor;
2932;19720501;19720630;Leipzig/Halle;MX_FX;Absolutes Maximum der Windmaxspitze;m/s;Klimadaten aus der Klimaroutine des eMD, basierend auf den drei Klimaterminen (Termine  07, 14, 21 MOZ und Tageswerte);Extrema des Monats;;;eor;
2932;19720701;19901231;Leipzig/Halle;MX_FX;Absolutes Maximum der Windmaxspitze;m/s;Klimadaten aus der Klimaroutine des eMD. Terminwerte basierend auf Daten der synoptischen Haupttermine (00,06,12,18 UTC) und Tageswerte, sowie Klimadaten nacherfasst im Rahmen des Projektes KLIDADIGI zu unterschiedlichen Zeiträumen.;Extrema des Monats;;;eor;
2932;19910101;20010331;Leipzig/Halle;MX_FX;Absolutes Maximum der Windmaxspitze;m/s;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK));Extrema des Monats;;;eor;
2932;20010401;20200622;Leipzig/Halle;MX_FX;Absolutes Maximum der Windmaxspitze;m/s;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);Extrema des Monats;;;eor;
2932;18970601;19501230;Leipzig/Halle;MX_RS;Maximale Niederschlagshoehe des Monats;mm;KLIDADIGI: Niederschlagsdaten nacherfasst (1 Termin: ca 07 MOZ und Tagessummen);Extrema des Monats;;;eor;
2932;19720501;19901231;Leipzig/Halle;MX_RS;Maximale Niederschlagshoehe des Monats;mm;Niederschlagsdaten aus Niederschlagsroutine des eMD bis 10/1991 (1 Termin ca 7 MOZ und Tagessummen);Extrema des Monats;;;eor;
2932;19910101;20010331;Leipzig/Halle;MX_RS;Maximale Niederschlagshoehe des Monats;mm;Niederschlagsdaten aus Niederschlagsroutine des DWD oder Vorgängerdienste bis Einrichtung Nst(A) oder Nst(k) (1 Termin ca 7 MOZ und Tagessummen);Extrema des Monats;;;eor;
2932;20010401;20200622;Leipzig/Halle;MX_RS;Maximale Niederschlagshoehe des Monats;mm;Niederschlagsdaten aus Niederschlagsroutine nach 01.04.2001 Terminwert und Tagessummen generiert aus SYNOP-Meldung des 06 UTC Termins;Extrema des Monats;;;eor;
2932;19340101;19471231;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);Extrema des Monats;;;eor;
2932;19480101;19500426;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD. Terminwerte basierend auf Daten der synoptischen Haupttermine (00,06,12,18 UTC) und Tageswerte, sowie Klimadaten nacherfasst im Rahmen des Projektes KLIDADIGI zu unterschiedlichen Zeiträumen.;Extrema des Monats;;;eor;
2932;19720501;19720630;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD, basierend auf den drei Klimaterminen (Termine  07, 14, 21 MOZ und Tageswerte);Extrema des Monats;;;eor;
2932;19720701;19901231;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD. Terminwerte basierend auf Daten der synoptischen Haupttermine (00,06,12,18 UTC) und Tageswerte, sowie Klimadaten nacherfasst im Rahmen des Projektes KLIDADIGI zu unterschiedlichen Zeiträumen.;Extrema des Monats;;;eor;
2932;19910101;20010331;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK));Extrema des Monats;;;eor;
2932;20010401;20200622;Leipzig/Halle;MX_TN;Absolutes Minimum der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);Extrema des Monats;;;eor;
2932;19340101;19471231;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;KLIDADIGI: Klimadaten nacherfasst (3 Termine:  07, 14, 21 MOZ und Tageswerte);Extrema des Monats;;;eor;
2932;19480101;19500426;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD. Terminwerte basierend auf Daten der synoptischen Haupttermine (00,06,12,18 UTC) und Tageswerte, sowie Klimadaten nacherfasst im Rahmen des Projektes KLIDADIGI zu unterschiedlichen Zeiträumen.;Extrema des Monats;;;eor;
2932;19720501;19720630;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD, basierend auf den drei Klimaterminen (Termine  07, 14, 21 MOZ und Tageswerte);Extrema des Monats;;;eor;
2932;19720701;19901231;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine des eMD. Terminwerte basierend auf Daten der synoptischen Haupttermine (00,06,12,18 UTC) und Tageswerte, sowie Klimadaten nacherfasst im Rahmen des Projektes KLIDADIGI zu unterschiedlichen Zeiträumen.;Extrema des Monats;;;eor;
2932;19910101;20010331;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus Klimaroutine des DWD (3 Termine: um  07, 14, 21 MOZ, ab 01.01.1987 07:30,14:30,21:30 MEZ) und Tageswerte jeweils nach Beobachteranleitung für Klimastationen (BAK));Extrema des Monats;;;eor;
2932;20010401;20200622;Leipzig/Halle;MX_TX;Absolutes Maximum  der Lufttemperatur in 2m Hoehe;°C;Klimadaten aus der Klimaroutine nach 1.4.2001, generiert aus SYNOP-Meldungen (3 Termine 06, 12, 18 UTC und Tageswerte aus stündlichen Werten oder Beobachtungen an Hauptterminen);Extrema des Monats;;;eor;
Legende: FT  = Folgetag; GZ = Gesetzliche Zeit
generiert: 23.06.2020 --  Deutscher Wetterdienst  --
