STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       2932;20181101;20181130;    3;  5.56;   5.38;    9.08;    2.09;    2.73;  19.4;  15.9;  -7.5;-999;    9;    12.8;    5.2;eor
       2932;20181201;20181231;    3;  7.20;   4.51;    6.67;    2.19;    3.35;  13.8;  21.3;  -3.0;-999;    9;    53.5;   12.9;eor
       2932;20190101;20190131;    3;  6.18;   0.98;    3.52;   -1.66;    3.48;   8.3;  21.4;  -9.9;-999;    9;    46.3;    9.5;eor
       2932;20190201;20190228;    3;  5.05;   4.56;    9.47;   -0.01;    3.14;  16.9;  21.8;  -5.6;-999;    9;     2.9;    1.8;eor
       2932;20190301;20190331;    3;  6.11;   7.30;   11.53;    3.05;    3.81;  18.2;  34.3;  -0.8; 111.63;    9;    34.8;    6.9;eor
       2932;20190401;20190430;    3;  3.69;   9.96;   15.95;    3.96;    2.77;  24.7;  19.4;  -1.5; 264.13;    9;    13.8;    4.2;eor
       2932;20190501;20190531;    3;  5.87;  11.97;   16.95;    6.55;    2.52;  24.3;  14.9;   0.1; 201.45;    3;    33.5;   18.2;eor
       2932;20190601;20190630;    3;  3.97;  21.89;   28.65;   14.60;    2.63;  38.3;  21.4;  10.1; 330.75;    3;    34.9;   19.0;eor
       2932;20190701;20190731;    3;  4.99;  20.05;   25.90;   14.23;    2.48;  35.5;  20.2;   8.0; 238.65;    3;    37.4;   16.0;eor
       2932;20190801;20190831;    3;  4.57;  20.88;   27.37;   14.99;    2.65;  33.3;  19.0;  11.0; 242.32;    3;    32.5;    9.5;eor
       2932;20190901;20190930;    3;  5.00;  15.19;   20.44;    9.98;    2.83;  28.1;  24.4;   4.2; 183.53;    3;    45.7;   25.7;eor
       2932;20191001;20191031;    3;  5.68;  11.50;   15.87;    7.62;    2.87;  25.1;  17.5;  -4.1; 125.95;    3;    56.8;   24.5;eor
       2932;20191101;20191130;    3;  6.32;   5.85;    8.95;    2.69;    2.87;  18.0;  18.9;  -3.4;  72.30;    3;    34.4;    7.6;eor
       2932;20191201;20191231;    3;  5.87;   4.30;    7.19;    1.24;    3.16;  15.0;  19.2;  -5.1;  68.32;    3;    24.1;    7.4;eor
       2932;20200101;20200131;    1;  5.68;   3.90;    6.70;    0.57;    3.26;  13.7;  20.7;  -4.5;  72.88;    3;    26.8;   12.3;eor
       2932;20200201;20200229;    1;  6.58;   5.90;    9.36;    2.18;    4.21;  16.3;  28.3;  -1.6;  60.72;    3;    67.5;   12.7;eor
       2932;20200301;20200331;    1;  4.55;   5.41;   10.34;    0.52;    3.29;  17.3;  24.2;  -6.2; 190.90;    3;    27.6;    7.7;eor
       2932;20200401;20200430;    1;  3.05;  10.48;   17.18;    3.38;    2.63;  23.2;  15.3;  -5.3; 302.05;    1;     4.3;    1.6;eor
       2932;20200501;20200531;    1;  5.14;  12.25;   17.91;    5.94;    2.45;  24.4;  17.3;  -1.3; 237.66;    1;    42.2;   13.7;eor
