GENESIS-Tabelle: 45213-0004
Umsatz im Gastgewerbe (real/nominal) (Messzahlen und;;;;;;;
Veränderungsraten): Deutschland, Monate/Quartale/Halbjahre,;;;;;;;
Wirtschaftszweige;;;;;;;
Monatsstatistik im Gastgewerbe;;;;;;;
Deutschland;;;;;;;
;;;;Preisarten;Preisarten;Preisarten;Preisarten
;;;;in konstanten Preisen;in konstanten Preisen;in jeweiligen Preisen;in jeweiligen Preisen
;;;;Umsatz;Veränderung zur Vorjahresperiode;Umsatz;Veränderung zur Vorjahresperiode
;;;;2015=100;in (%);2015=100;in (%)
WZ08-551;Hotels, Gasthöfe und Pensionen;2018;September;127,7;+1,8;138,2;+4,1
WZ08-551;Hotels, Gasthöfe und Pensionen;2018;Oktober;117,2;+0,9;126,1;+3,4
WZ08-551;Hotels, Gasthöfe und Pensionen;2018;November;100,5;+3,2;107,4;+5,5
WZ08-551;Hotels, Gasthöfe und Pensionen;2018;Dezember;99,0;-0,2;104,8;+1,5
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Januar;82,9;+2,2;87,4;+3,8
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Februar;85,6;+3,0;90,8;+4,8
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;März;99,7;+4,5;105,6;+5,7
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;April;101,2;-2,0;108,4;-0,4
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Mai;112,9;+3,8;123,4;+7,3
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Juni;114,6;-0,6;125,0;+1,4
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Juli;112,5;-1,1;121,4;+0,8
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;August;112,1;-1,1;120,6;+0,8
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;September;123,6;-3,2;136,4;-1,3
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Oktober;118,2;+0,9;129,9;+3,0
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;November;103,3;+2,8;112,6;+4,8
WZ08-551;Hotels, Gasthöfe und Pensionen;2019;Dezember;99,0;0,0;107,1;+2,2
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Januar;81,3;-1,9;88,0;+0,7
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Februar;86,3;+0,8;93,2;+2,6
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;März;48,0;-51,9;51,7;-51,0
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;April;10,0;-90,1;10,8;-90,0
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Mai;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Juni;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Juli;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;August;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;September;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Oktober;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;November;...;...;...;...
WZ08-551;Hotels, Gasthöfe und Pensionen;2020;Dezember;...;...;...;...
WZ08-56;Gastronomie;1994;Januar;152,3;.;106,4;.
WZ08-56;Gastronomie;1994;Februar;147,6;.;103,5;.
WZ08-56;Gastronomie;1994;März;166,0;.;116,6;.
WZ08-56;Gastronomie;1994;April;168,1;.;118,3;.
WZ08-56;Gastronomie;1994;Mai;182,6;.;128,7;.
WZ08-56;Gastronomie;1994;Juni;175,8;.;124,1;.
WZ08-56;Gastronomie;1994;Juli;180,5;.;127,6;.
WZ08-56;Gastronomie;1994;August;178,8;.;126,7;.
WZ08-56;Gastronomie;1994;September;178,2;.;126,2;.
WZ08-56;Gastronomie;1994;Oktober;176,7;.;125,4;.
WZ08-56;Gastronomie;1994;November;164,4;.;116,6;.
WZ08-56;Gastronomie;1994;Dezember;180,8;.;128,4;.
WZ08-56;Gastronomie;1995;Januar;146,9;-3,5;104,6;-1,7
WZ08-56;Gastronomie;1995;Februar;149,1;+1,0;106,3;+2,7
WZ08-56;Gastronomie;1995;März;161,9;-2,5;115,7;-0,8
WZ08-56;Gastronomie;1995;April;167,7;-0,2;120,0;+1,4
WZ08-56;Gastronomie;1995;Mai;181,1;-0,8;129,8;+0,9
WZ08-56;Gastronomie;1995;Juni;176,7;+0,5;126,9;+2,3
WZ08-56;Gastronomie;1995;Juli;177,9;-1,4;128,0;+0,3
WZ08-56;Gastronomie;1995;August;176,1;-1,5;126,8;+0,1
WZ08-56;Gastronomie;1995;September;174,8;-1,9;125,7;-0,4
WZ08-56;Gastronomie;1995;Oktober;174,0;-1,5;125,3;-0,1
WZ08-56;Gastronomie;1995;November;159,8;-2,8;115,0;-1,4
WZ08-56;Gastronomie;1995;Dezember;173,9;-3,8;125,4;-2,3
WZ08-56;Gastronomie;1996;Januar;143,1;-2,6;103,2;-1,3
WZ08-56;Gastronomie;1996;Februar;144,1;-3,4;104,1;-2,1
WZ08-56;Gastronomie;1996;März;161,7;-0,1;117,0;+1,1
WZ08-56;Gastronomie;1996;April;163,6;-2,4;118,3;-1,4
WZ08-56;Gastronomie;1996;Mai;174,1;-3,9;126,2;-2,8
WZ08-56;Gastronomie;1996;Juni;167,1;-5,4;121,2;-4,5
WZ08-56;Gastronomie;1996;Juli;171,1;-3,8;124,5;-2,7
WZ08-56;Gastronomie;1996;August;172,0;-2,3;125,3;-1,2
WZ08-56;Gastronomie;1996;September;165,8;-5,1;120,9;-3,8
WZ08-56;Gastronomie;1996;Oktober;168,1;-3,4;122,5;-2,2
WZ08-56;Gastronomie;1996;November;153,6;-3,9;111,8;-2,8
WZ08-56;Gastronomie;1996;Dezember;166,1;-4,5;121,1;-3,4
WZ08-56;Gastronomie;1997;Januar;138,6;-3,1;101,2;-1,9
WZ08-56;Gastronomie;1997;Februar;138,3;-4,0;101,0;-3,0
WZ08-56;Gastronomie;1997;März;156,9;-3,0;114,7;-2,0
WZ08-56;Gastronomie;1997;April;155,9;-4,7;114,2;-3,5
WZ08-56;Gastronomie;1997;Mai;172,9;-0,7;126,8;+0,5
WZ08-56;Gastronomie;1997;Juni;163,7;-2,0;120,2;-0,8
WZ08-56;Gastronomie;1997;Juli;168,1;-1,8;123,6;-0,7
WZ08-56;Gastronomie;1997;August;169,3;-1,6;124,6;-0,6
WZ08-56;Gastronomie;1997;September;165,8;-;121,9;+0,8
WZ08-56;Gastronomie;1997;Oktober;163,0;-3,0;120,0;-2,0
WZ08-56;Gastronomie;1997;November;151,1;-1,6;111,4;-0,4
WZ08-56;Gastronomie;1997;Dezember;164,6;-0,9;121,6;+0,4
WZ08-56;Gastronomie;1998;Januar;140,5;+1,4;103,9;+2,7
WZ08-56;Gastronomie;1998;Februar;137,0;-0,9;101,4;+0,4
WZ08-56;Gastronomie;1998;März;150,2;-4,3;111,2;-3,1
WZ08-56;Gastronomie;1998;April;151,6;-2,8;112,9;-1,1
WZ08-56;Gastronomie;1998;Mai;166,1;-3,9;124,3;-2,0
WZ08-56;Gastronomie;1998;Juni;154,2;-5,8;115,3;-4,1
WZ08-56;Gastronomie;1998;Juli;160,4;-4,6;120,2;-2,8
WZ08-56;Gastronomie;1998;August;161,0;-4,9;120,6;-3,2
WZ08-56;Gastronomie;1998;September;155,3;-6,3;116,3;-4,6
WZ08-56;Gastronomie;1998;Oktober;155,1;-4,8;116,2;-3,2
WZ08-56;Gastronomie;1998;November;144,1;-4,6;108,0;-3,1
WZ08-56;Gastronomie;1998;Dezember;160,2;-2,7;120,1;-1,2
WZ08-56;Gastronomie;1999;Januar;135,6;-3,5;101,7;-2,1
WZ08-56;Gastronomie;1999;Februar;130,2;-5,0;97,7;-3,6
WZ08-56;Gastronomie;1999;März;144,7;-3,7;109,1;-1,9
WZ08-56;Gastronomie;1999;April;148,5;-2,0;112,1;-0,7
WZ08-56;Gastronomie;1999;Mai;161,9;-2,5;122,3;-1,6
WZ08-56;Gastronomie;1999;Juni;152,7;-1,0;115,5;+0,2
WZ08-56;Gastronomie;1999;Juli;161,7;+0,8;122,3;+1,7
WZ08-56;Gastronomie;1999;August;157,2;-2,4;119,2;-1,2
WZ08-56;Gastronomie;1999;September;157,1;+1,2;118,9;+2,2
WZ08-56;Gastronomie;1999;Oktober;155,0;-0,1;117,4;+1,0
WZ08-56;Gastronomie;1999;November;143,0;-0,8;108,4;+0,4
WZ08-56;Gastronomie;1999;Dezember;157,6;-1,6;119,7;-0,3
WZ08-56;Gastronomie;2000;Januar;131,3;-3,2;99,6;-2,1
WZ08-56;Gastronomie;2000;Februar;130,9;+0,5;99,7;+2,0
WZ08-56;Gastronomie;2000;März;142,3;-1,7;108,4;-0,6
WZ08-56;Gastronomie;2000;April;147,4;-0,7;112,3;+0,2
WZ08-56;Gastronomie;2000;Mai;156,4;-3,4;119,1;-2,6
WZ08-56;Gastronomie;2000;Juni;155,7;+2,0;118,6;+2,7
WZ08-56;Gastronomie;2000;Juli;154,9;-4,2;118,2;-3,4
WZ08-56;Gastronomie;2000;August;153,2;-2,5;117,2;-1,7
WZ08-56;Gastronomie;2000;September;153,5;-2,3;117,3;-1,3
WZ08-56;Gastronomie;2000;Oktober;149,7;-3,4;114,5;-2,5
WZ08-56;Gastronomie;2000;November;136,9;-4,3;104,8;-3,3
WZ08-56;Gastronomie;2000;Dezember;153,6;-2,5;118,1;-1,3
WZ08-56;Gastronomie;2001;Januar;128,2;-2,4;98,5;-1,1
WZ08-56;Gastronomie;2001;Februar;126,7;-3,2;97,7;-2,0
WZ08-56;Gastronomie;2001;März;140,7;-1,1;108,7;+0,3
WZ08-56;Gastronomie;2001;April;142,9;-3,1;110,6;-1,5
WZ08-56;Gastronomie;2001;Mai;155,7;-0,4;120,7;+1,3
WZ08-56;Gastronomie;2001;Juni;152,6;-2,0;118,6;-
WZ08-56;Gastronomie;2001;Juli;155,9;+0,6;121,5;+2,8
WZ08-56;Gastronomie;2001;August;154,7;+1,0;121,0;+3,2
WZ08-56;Gastronomie;2001;September;147,5;-3,9;115,3;-1,7
WZ08-56;Gastronomie;2001;Oktober;150,2;+0,3;117,4;+2,5
WZ08-56;Gastronomie;2001;November;138,5;+1,2;108,5;+3,5
WZ08-56;Gastronomie;2001;Dezember;153,0;-0,4;120,3;+1,9
WZ08-56;Gastronomie;2002;Januar;121,5;-5,2;97,2;-1,3
WZ08-56;Gastronomie;2002;Februar;118,1;-6,8;94,7;-3,1
WZ08-56;Gastronomie;2002;März;134,4;-4,5;108,0;-0,6
WZ08-56;Gastronomie;2002;April;133,6;-6,5;107,4;-2,9
WZ08-56;Gastronomie;2002;Mai;142,9;-8,2;115,2;-4,6
WZ08-56;Gastronomie;2002;Juni;137,4;-10,0;110,7;-6,7
WZ08-56;Gastronomie;2002;Juli;138,7;-11,0;112,2;-7,7
WZ08-56;Gastronomie;2002;August;139,5;-9,8;112,9;-6,7
WZ08-56;Gastronomie;2002;September;135,4;-8,2;109,5;-5,0
WZ08-56;Gastronomie;2002;Oktober;131,3;-12,6;106,1;-9,6
WZ08-56;Gastronomie;2002;November;121,4;-12,3;98,2;-9,5
WZ08-56;Gastronomie;2002;Dezember;132,8;-13,2;107,7;-10,5
WZ08-56;Gastronomie;2003;Januar;112,1;-7,7;90,8;-6,6
WZ08-56;Gastronomie;2003;Februar;110,1;-6,8;89,2;-5,8
WZ08-56;Gastronomie;2003;März;122,9;-8,6;99,7;-7,7
WZ08-56;Gastronomie;2003;April;122,8;-8,1;99,7;-7,2
WZ08-56;Gastronomie;2003;Mai;133,4;-6,6;108,2;-6,1
WZ08-56;Gastronomie;2003;Juni;130,3;-5,2;105,8;-4,4
WZ08-56;Gastronomie;2003;Juli;132,3;-4,6;107,5;-4,2
WZ08-56;Gastronomie;2003;August;133,1;-4,6;108,2;-4,2
WZ08-56;Gastronomie;2003;September;129,3;-4,5;105,2;-3,9
WZ08-56;Gastronomie;2003;Oktober;126,8;-3,4;103,2;-2,7
WZ08-56;Gastronomie;2003;November;117,8;-3,0;95,8;-2,4
WZ08-56;Gastronomie;2003;Dezember;129,3;-2,6;105,6;-1,9
WZ08-56;Gastronomie;2004;Januar;107,8;-3,8;87,8;-3,3
WZ08-56;Gastronomie;2004;Februar;108,1;-1,8;88,5;-0,8
WZ08-56;Gastronomie;2004;März;114,8;-6,6;93,9;-5,8
WZ08-56;Gastronomie;2004;April;120,0;-2,3;98,2;-1,5
WZ08-56;Gastronomie;2004;Mai;128,1;-4,0;105,0;-3,0
WZ08-56;Gastronomie;2004;Juni;120,8;-7,3;99,2;-6,2
WZ08-56;Gastronomie;2004;Juli;127,2;-3,9;104,4;-2,9
WZ08-56;Gastronomie;2004;August;125,2;-5,9;103,0;-4,8
WZ08-56;Gastronomie;2004;September;123,6;-4,4;101,7;-3,3
WZ08-56;Gastronomie;2004;Oktober;123,1;-2,9;101,2;-1,9
WZ08-56;Gastronomie;2004;November;112,6;-4,4;92,5;-3,4
WZ08-56;Gastronomie;2004;Dezember;125,2;-3,2;103,6;-1,9
WZ08-56;Gastronomie;2005;Januar;104,5;-3,1;86,7;-1,3
WZ08-56;Gastronomie;2005;Februar;99,8;-7,7;82,7;-6,6
WZ08-56;Gastronomie;2005;März;112,1;-2,4;93,1;-0,9
WZ08-56;Gastronomie;2005;April;116,0;-3,3;96,3;-1,9
WZ08-56;Gastronomie;2005;Mai;122,9;-4,1;102,2;-2,7
WZ08-56;Gastronomie;2005;Juni;120,0;-0,7;99,8;+0,6
WZ08-56;Gastronomie;2005;Juli;125,4;-1,4;104,2;-0,2
WZ08-56;Gastronomie;2005;August;122,3;-2,3;101,9;-1,1
WZ08-56;Gastronomie;2005;September;123,3;-0,2;102,8;+1,1
WZ08-56;Gastronomie;2005;Oktober;120,8;-1,9;100,8;-0,4
WZ08-56;Gastronomie;2005;November;108,8;-3,4;90,9;-1,7
WZ08-56;Gastronomie;2005;Dezember;123,8;-1,1;103,3;-0,3
WZ08-56;Gastronomie;2006;Januar;101,3;-3,1;84,6;-2,4
WZ08-56;Gastronomie;2006;Februar;98,7;-1,1;82,6;-0,1
WZ08-56;Gastronomie;2006;März;107,6;-4,0;90,2;-3,1
WZ08-56;Gastronomie;2006;April;114,6;-1,2;96,1;-0,2
WZ08-56;Gastronomie;2006;Mai;120,7;-1,8;101,5;-0,7
WZ08-56;Gastronomie;2006;Juni;119,4;-0,5;100,5;+0,7
WZ08-56;Gastronomie;2006;Juli;124,2;-1,0;104,8;+0,6
WZ08-56;Gastronomie;2006;August;119,4;-2,4;100,7;-1,2
WZ08-56;Gastronomie;2006;September;123,6;+0,2;104,6;+1,8
WZ08-56;Gastronomie;2006;Oktober;118,6;-1,8;100,4;-0,4
WZ08-56;Gastronomie;2006;November;108,8;-;92,3;+1,5
WZ08-56;Gastronomie;2006;Dezember;124,6;+0,6;105,8;+2,4
WZ08-56;Gastronomie;2007;Januar;98,9;-2,4;82,6;-2,4
WZ08-56;Gastronomie;2007;Februar;98,0;-0,7;82,1;-0,6
WZ08-56;Gastronomie;2007;März;110,6;+2,8;93,0;+3,1
WZ08-56;Gastronomie;2007;April;114,2;-0,3;96,2;+0,1
WZ08-56;Gastronomie;2007;Mai;118,5;-1,8;99,9;-1,6
WZ08-56;Gastronomie;2007;Juni;117,3;-1,8;99,1;-1,4
WZ08-56;Gastronomie;2007;Juli;119,2;-4,0;100,9;-3,7
WZ08-56;Gastronomie;2007;August;118,2;-1,0;100,3;-0,4
WZ08-56;Gastronomie;2007;September;116,4;-5,8;98,8;-5,5
WZ08-56;Gastronomie;2007;Oktober;115,6;-2,5;98,3;-2,1
WZ08-56;Gastronomie;2007;November;107,6;-1,1;91,8;-0,5
WZ08-56;Gastronomie;2007;Dezember;120,1;-3,6;102,6;-3,0
WZ08-56;Gastronomie;2008;Januar;96,4;-2,5;82,3;-0,4
WZ08-56;Gastronomie;2008;Februar;99,1;+1,1;85,2;+3,8
WZ08-56;Gastronomie;2008;März;104,9;-5,2;90,1;-3,1
WZ08-56;Gastronomie;2008;April;107,0;-6,3;92,3;-4,1
WZ08-56;Gastronomie;2008;Mai;118,1;-0,3;102,1;+2,2
WZ08-56;Gastronomie;2008;Juni;112,2;-4,3;97,2;-1,9
WZ08-56;Gastronomie;2008;Juli;115,6;-3,0;100,4;-0,5
WZ08-56;Gastronomie;2008;August;116,6;-1,4;101,4;+1,1
WZ08-56;Gastronomie;2008;September;111,7;-4,0;97,4;-1,4
WZ08-56;Gastronomie;2008;Oktober;111,7;-3,4;97,4;-0,9
WZ08-56;Gastronomie;2008;November;103,8;-3,5;90,7;-1,2
WZ08-56;Gastronomie;2008;Dezember;113,8;-5,2;99,5;-3,0
WZ08-56;Gastronomie;2009;Januar;88,3;-8,4;77,2;-6,2
WZ08-56;Gastronomie;2009;Februar;86,2;-13,0;75,7;-11,2
WZ08-56;Gastronomie;2009;März;95,3;-9,2;83,8;-7,0
WZ08-56;Gastronomie;2009;April;102,0;-4,7;89,9;-2,6
WZ08-56;Gastronomie;2009;Mai;110,7;-6,3;97,6;-4,4
WZ08-56;Gastronomie;2009;Juni;104,7;-6,7;92,4;-4,9
WZ08-56;Gastronomie;2009;Juli;110,6;-4,3;97,7;-2,7
WZ08-56;Gastronomie;2009;August;111,4;-4,5;98,5;-2,9
WZ08-56;Gastronomie;2009;September;105,2;-5,8;93,1;-4,4
WZ08-56;Gastronomie;2009;Oktober;103,2;-7,6;91,6;-6,0
WZ08-56;Gastronomie;2009;November;94,7;-8,8;84,0;-7,4
WZ08-56;Gastronomie;2009;Dezember;106,5;-6,4;94,7;-4,8
WZ08-56;Gastronomie;2010;Januar;83,6;-5,3;74,6;-3,4
WZ08-56;Gastronomie;2010;Februar;83,7;-2,9;74,6;-1,5
WZ08-56;Gastronomie;2010;März;95,1;-0,2;84,9;+1,3
WZ08-56;Gastronomie;2010;April;98,2;-3,7;87,7;-2,4
WZ08-56;Gastronomie;2010;Mai;104,0;-6,1;93,0;-4,7
WZ08-56;Gastronomie;2010;Juni;102,7;-1,9;91,8;-0,6
WZ08-56;Gastronomie;2010;Juli;109,5;-1,0;97,9;+0,2
WZ08-56;Gastronomie;2010;August;106,8;-4,1;95,8;-2,7
WZ08-56;Gastronomie;2010;September;105,4;+0,2;94,6;+1,6
WZ08-56;Gastronomie;2010;Oktober;105,7;+2,4;95,0;+3,7
WZ08-56;Gastronomie;2010;November;95,6;+1,0;86,0;+2,4
WZ08-56;Gastronomie;2010;Dezember;103,0;-3,3;92,9;-1,9
WZ08-56;Gastronomie;2011;Januar;86,9;+3,9;78,5;+5,2
WZ08-56;Gastronomie;2011;Februar;84,9;+1,4;76,8;+2,9
WZ08-56;Gastronomie;2011;März;97,1;+2,1;87,8;+3,4
WZ08-56;Gastronomie;2011;April;101,5;+3,4;91,9;+4,8
WZ08-56;Gastronomie;2011;Mai;106,7;+2,6;96,8;+4,1
WZ08-56;Gastronomie;2011;Juni;105,6;+2,8;95,9;+4,5
WZ08-56;Gastronomie;2011;Juli;110,4;+0,8;100,5;+2,7
WZ08-56;Gastronomie;2011;August;106,1;-0,7;96,9;+1,1
WZ08-56;Gastronomie;2011;September;108,2;+2,7;99,0;+4,7
WZ08-56;Gastronomie;2011;Oktober;106,3;+0,6;97,4;+2,5
WZ08-56;Gastronomie;2011;November;97,7;+2,2;89,6;+4,2
WZ08-56;Gastronomie;2011;Dezember;108,7;+5,5;99,9;+7,5
WZ08-56;Gastronomie;2012;Januar;86,4;-0,6;79,7;+1,5
WZ08-56;Gastronomie;2012;Februar;86,0;+1,3;79,5;+3,5
WZ08-56;Gastronomie;2012;März;98,2;+1,1;90,8;+3,4
WZ08-56;Gastronomie;2012;April;98,0;-3,4;90,6;-1,4
WZ08-56;Gastronomie;2012;Mai;106,6;-0,1;98,9;+2,2
WZ08-56;Gastronomie;2012;Juni;103,5;-2,0;96,3;+0,4
WZ08-56;Gastronomie;2012;Juli;106,9;-3,2;99,5;-1,0
WZ08-56;Gastronomie;2012;August;107,1;+0,9;99,8;+3,0
WZ08-56;Gastronomie;2012;September;107,2;-0,9;100,0;+1,0
WZ08-56;Gastronomie;2012;Oktober;102,9;-3,2;96,3;-1,1
WZ08-56;Gastronomie;2012;November;96,8;-0,9;90,8;+1,3
WZ08-56;Gastronomie;2012;Dezember;108,1;-0,6;101,5;+1,6
WZ08-56;Gastronomie;2013;Januar;84,0;-2,8;79,2;-0,6
WZ08-56;Gastronomie;2013;Februar;82,5;-4,1;77,8;-2,1
WZ08-56;Gastronomie;2013;März;95,6;-2,6;90,4;-0,4
WZ08-56;Gastronomie;2013;April;96,0;-2,0;91,1;+0,6
WZ08-56;Gastronomie;2013;Mai;104,0;-2,4;99,0;+0,1
WZ08-56;Gastronomie;2013;Juni;103,9;+0,4;99,0;+2,8
WZ08-56;Gastronomie;2013;Juli;107,0;+0,1;102,3;+2,8
WZ08-56;Gastronomie;2013;August;106,6;-0,5;101,9;+2,1
WZ08-56;Gastronomie;2013;September;104,9;-2,1;100,3;+0,3
WZ08-56;Gastronomie;2013;Oktober;102,3;-0,6;98,1;+1,9
WZ08-56;Gastronomie;2013;November;96,7;-0,1;92,6;+2,0
WZ08-56;Gastronomie;2013;Dezember;105,9;-2,0;101,9;+0,4
WZ08-56;Gastronomie;2014;Januar;85,5;+1,8;82,5;+4,2
WZ08-56;Gastronomie;2014;Februar;84,7;+2,7;81,9;+5,3
WZ08-56;Gastronomie;2014;März;96,4;+0,8;93,3;+3,2
WZ08-56;Gastronomie;2014;April;95,2;-0,8;92,4;+1,4
WZ08-56;Gastronomie;2014;Mai;105,2;+1,2;102,3;+3,3
WZ08-56;Gastronomie;2014;Juni;101,8;-2,0;99,0;-
WZ08-56;Gastronomie;2014;Juli;106,3;-0,7;103,7;+1,4
WZ08-56;Gastronomie;2014;August;107,3;+0,7;104,7;+2,7
WZ08-56;Gastronomie;2014;September;104,5;-0,4;102,2;+1,9
WZ08-56;Gastronomie;2014;Oktober;104,4;+2,1;102,3;+4,3
WZ08-56;Gastronomie;2014;November;97,1;+0,4;95,2;+2,8
WZ08-56;Gastronomie;2014;Dezember;107,6;+1,6;105,7;+3,7
WZ08-56;Gastronomie;2015;Januar;85,1;-0,5;84,0;+1,8
WZ08-56;Gastronomie;2015;Februar;83,6;-1,3;82,7;+1,0
WZ08-56;Gastronomie;2015;März;92,9;-3,6;92,3;-1,1
WZ08-56;Gastronomie;2015;April;96,6;+1,5;96,2;+4,1
WZ08-56;Gastronomie;2015;Mai;106,3;+1,0;106,0;+3,6
WZ08-56;Gastronomie;2015;Juni;104,2;+2,4;104,1;+5,2
WZ08-56;Gastronomie;2015;Juli;109,1;+2,6;109,1;+5,2
WZ08-56;Gastronomie;2015;August;109,0;+1,6;109,2;+4,3
WZ08-56;Gastronomie;2015;September;104,6;+0,1;105,0;+2,7
WZ08-56;Gastronomie;2015;Oktober;104,4;-;105,2;+2,8
WZ08-56;Gastronomie;2015;November;95,9;-1,2;96,7;+1,6
WZ08-56;Gastronomie;2015;Dezember;108,4;+0,7;109,4;+3,5
WZ08-56;Gastronomie;2016;Januar;85,3;+0,2;86,4;+2,9
WZ08-56;Gastronomie;2016;Februar;85,7;+2,5;86,9;+5,1
WZ08-56;Gastronomie;2016;März;93,6;+0,8;95,2;+3,1
WZ08-56;Gastronomie;2016;April;98,5;+2,0;100,3;+4,3
WZ08-56;Gastronomie;2016;Mai;104,9;-1,3;107,1;+1,0
WZ08-56;Gastronomie;2016;Juni;102,8;-1,3;105,0;+0,9
WZ08-56;Gastronomie;2016;Juli;110,2;+1,0;112,8;+3,4
WZ08-56;Gastronomie;2016;August;106,4;-2,4;109,1;-0,1
WZ08-56;Gastronomie;2016;September;108,6;+3,8;111,4;+6,1
WZ08-56;Gastronomie;2016;Oktober;103,8;-0,6;106,7;+1,4
WZ08-56;Gastronomie;2016;November;94,4;-1,6;97,1;+0,4
WZ08-56;Gastronomie;2016;Dezember;107,6;-0,7;110,8;+1,3
WZ08-56;Gastronomie;2017;Januar;85,0;-0,4;87,7;+1,5
WZ08-56;Gastronomie;2017;Februar;85,7;-;88,9;+2,3
WZ08-56;Gastronomie;2017;März;98,2;+4,9;101,8;+6,9
WZ08-56;Gastronomie;2017;April;100,5;+2,0;104,3;+4,0
WZ08-56;Gastronomie;2017;Mai;106,6;+1,6;110,9;+3,5
WZ08-56;Gastronomie;2017;Juni;107,9;+5,0;112,5;+7,1
WZ08-56;Gastronomie;2017;Juli;111,5;+1,2;116,5;+3,3
WZ08-56;Gastronomie;2017;August;107,9;+1,4;113,0;+3,6
WZ08-56;Gastronomie;2017;September;108,9;+0,3;114,2;+2,5
WZ08-56;Gastronomie;2017;Oktober;105,8;+1,9;111,1;+4,1
WZ08-56;Gastronomie;2017;November;96,5;+2,2;101,2;+4,2
WZ08-56;Gastronomie;2017;Dezember;110,2;+2,4;116,0;+4,7
WZ08-56;Gastronomie;2018;Januar;87,9;+3,4;92,9;+5,9
WZ08-56;Gastronomie;2018;Februar;85,7;-;90,7;+2,0
WZ08-56;Gastronomie;2018;März;97,1;-1,1;103,0;+1,2
WZ08-56;Gastronomie;2018;April;102,4;+1,9;108,8;+4,3
WZ08-56;Gastronomie;2018;Mai;107,8;+1,1;114,7;+3,4
WZ08-56;Gastronomie;2018;Juni;108,4;+0,5;115,5;+2,7
WZ08-56;Gastronomie;2018;Juli;111,2;-0,3;118,6;+1,8
WZ08-56;Gastronomie;2018;August;110,1;+2,0;117,5;+4,0
WZ08-56;Gastronomie;2018;September;109,6;+0,6;117,2;+2,6
WZ08-56;Gastronomie;2018;Oktober;106,6;+0,8;114,2;+2,8
WZ08-56;Gastronomie;2018;November;101,1;+4,8;108,5;+7,2
WZ08-56;Gastronomie;2018;Dezember;112,6;+2,2;121,0;+4,3
WZ08-56;Gastronomie;2019;Januar;88,2;+0,3;95,0;+2,3
WZ08-56;Gastronomie;2019;Februar;90,5;+5,6;97,8;+7,8
WZ08-56;Gastronomie;2019;März;100,8;+3,8;108,9;+5,7
WZ08-56;Gastronomie;2019;April;101,6;-0,8;110,6;+1,7
WZ08-56;Gastronomie;2019;Mai;108,0;+0,2;118,0;+2,9
WZ08-56;Gastronomie;2019;Juni;109,9;+1,4;120,4;+4,2
WZ08-56;Gastronomie;2019;Juli;110,6;-0,5;121,4;+2,4
WZ08-56;Gastronomie;2019;August;112,0;+1,7;122,9;+4,6
WZ08-56;Gastronomie;2019;September;108,7;-0,8;119,5;+2,0
WZ08-56;Gastronomie;2019;Oktober;106,4;-0,2;117,2;+2,6
WZ08-56;Gastronomie;2019;November;102,4;+1,3;113,2;+4,3
WZ08-56;Gastronomie;2019;Dezember;111,1;-1,3;122,9;+1,6
WZ08-56;Gastronomie;2020;Januar;91,0;+3,2;100,8;+6,1
WZ08-56;Gastronomie;2020;Februar;91,4;+1,0;101,6;+3,9
WZ08-56;Gastronomie;2020;März;58,0;-42,5;64,4;-40,9
WZ08-56;Gastronomie;2020;April;32,0;-68,5;35,6;-67,8
WZ08-56;Gastronomie;2020;Mai;...;...;...;...
WZ08-56;Gastronomie;2020;Juni;...;...;...;...
WZ08-56;Gastronomie;2020;Juli;...;...;...;...
WZ08-56;Gastronomie;2020;August;...;...;...;...
WZ08-56;Gastronomie;2020;September;...;...;...;...
WZ08-56;Gastronomie;2020;Oktober;...;...;...;...
WZ08-56;Gastronomie;2020;November;...;...;...;...
WZ08-56;Gastronomie;2020;Dezember;...;...;...;...
__________
"Umsatz in konstanten Preisen:
Ab 2005 liegen der Berechnung der Messzahl Preisindizes ohne
Mehrwertsteuer zugrunde."
© Statistisches Bundesamt (Destatis), 2020
Stand: 23.06.2020 / 11:30:19
