Time,Date,weekday,week,traffic_congestion_hamburg,traffic_diffRatio_to2019_hamburg,traffic_congestion_berlin,traffic_diffRatio_to2019_berlin,traffic_congestion_wiesbaden,traffic_diffRatio_to2019_wiesbaden,traffic_congestion_munich,traffic_diffRatio_to2019_munich,traffic_congestion_nuremberg,traffic_diffRatio_to2019_nuremberg,traffic_congestion_stuttgart,traffic_diffRatio_to2019_stuttgart,traffic_congestion_bonn,traffic_diffRatio_to2019_bonn,traffic_congestion_kassel,traffic_diffRatio_to2019_kassel,traffic_congestion_bremen,traffic_diffRatio_to2019_bremen,traffic_congestion_cologne,traffic_diffRatio_to2019_cologne,traffic_congestion_kiel,traffic_diffRatio_to2019_kiel,traffic_congestion_dresden,traffic_diffRatio_to2019_dresden,traffic_congestion_dusseldorf,traffic_diffRatio_to2019_dusseldorf,traffic_congestion_leipzig,traffic_diffRatio_to2019_leipzig,traffic_congestion_freiburg,traffic_diffRatio_to2019_freiburg,traffic_congestion_karlsruhe,traffic_diffRatio_to2019_karlsruhe,traffic_congestion_augsburg,traffic_diffRatio_to2019_augsburg,traffic_congestion_monchengladbach,traffic_diffRatio_to2019_monchengladbach,traffic_congestion_mannheim,traffic_diffRatio_to2019_mannheim,traffic_congestion_munster,traffic_diffRatio_to2019_munster,traffic_congestion_hannover,traffic_diffRatio_to2019_hannover,traffic_congestion_bielefeld,traffic_diffRatio_to2019_bielefeld,traffic_congestion_wuppertal,traffic_diffRatio_to2019_wuppertal,traffic_congestion_ruhr-region-west,traffic_diffRatio_to2019_ruhr-region-west,traffic_congestion_ruhr-region-east,traffic_diffRatio_to2019_ruhr-region-east
2020-01-09,2020-01,Thu,2 2020,38,-0.11627906976744186,45,0.125,35,-0.2222222222222222,31,-0.225,34,-0.19047619047619047,33,-0.175,44,0.047619047619047616,25,-0.07407407407407407,37,-0.05128205128205128,42,0.10526315789473684,37,0.0,37,0.05714285714285714,37,0.05714285714285714,34,0.13333333333333333,27,-0.22857142857142856,24,-0.3333333333333333,26,-0.10344827586206896,30,0.0,28,-0.0967741935483871,32,0.10344827586206896,31,-0.06060606060606061,30,0.07142857142857142,35,0.34615384615384615,37,0.12121212121212122,30,0.0
2020-01-10,2020-01,Fri,2 2020,34,-0.17073170731707318,35,-0.05405405405405406,28,-0.3,24,-0.29411764705882354,29,-0.23684210526315788,32,-0.058823529411764705,31,-0.11428571428571428,19,-0.2962962962962963,31,-0.27906976744186046,30,-0.14285714285714285,33,-0.10810810810810811,31,-0.11428571428571428,29,-0.03333333333333333,31,0.03333333333333333,31,-0.11428571428571428,20,-0.375,27,-0.1,27,-0.03571428571428571,27,-0.06896551724137931,29,0.03571428571428571,30,-0.03225806451612903,28,-0.06666666666666667,27,0.125,29,-0.06451612903225806,27,-0.06896551724137931
2020-01-11,2020-01,Sat,2 2020,19,-0.2692307692307692,21,-0.045454545454545456,20,-0.23076923076923078,14,-0.3,23,-0.041666666666666664,20,-0.13043478260869565,15,-0.25,12,-0.2,17,-0.19047619047619047,18,-0.1,20,-0.16666666666666666,19,-0.13636363636363635,15,-0.16666666666666666,17,-0.15,17,-0.2916666666666667,11,-0.3888888888888889,16,-0.15789473684210525,14,-0.2631578947368421,19,-0.09523809523809523,23,0.2777777777777778,18,0.0,17,-0.05555555555555555,14,0.0,12,-0.25,14,-0.17647058823529413
2020-01-12,2020-01,Sun,2 2020,13,-0.4090909090909091,15,-0.0625,12,-0.3333333333333333,8,-0.4666666666666667,8,-0.38461538461538464,13,-0.07142857142857142,10,-0.2857142857142857,5,-0.5454545454545454,9,-0.4,11,-0.21428571428571427,15,-0.16666666666666666,14,-0.125,10,-0.23076923076923078,10,-0.16666666666666666,9,-0.35714285714285715,3,-0.7692307692307693,9,-0.1,10,-0.23076923076923078,10,-0.16666666666666666,11,0.1,9,-0.1,10,0.0,10,0.0,8,-0.2,9,-0.1
2020-01-13,2020-01,Mon,3 2020,38,-0.07317073170731707,37,-0.05128205128205128,45,0.046511627906976744,29,-0.21621621621621623,37,-0.0975609756097561,38,0.11764705882352941,38,-0.02564102564102564,25,-0.038461538461538464,39,0.11428571428571428,45,0.3235294117647059,34,-0.10526315789473684,33,-0.10810810810810811,35,0.06060606060606061,32,0.03225806451612903,27,-0.15625,29,0.07407407407407407,30,0.0,40,0.3333333333333333,34,0.13333333333333333,37,0.27586206896551724,32,0.0,33,0.17857142857142858,26,0.04,35,0.09375,33,0.13793103448275862
2020-01-14,2020-01,Tue,3 2020,42,-0.023255813953488372,39,0.0,46,0.022222222222222223,34,-0.17073170731707318,39,-0.04878048780487805,37,-0.05128205128205128,39,-0.09302325581395349,29,-0.03333333333333333,44,0.1891891891891892,38,0.02702702702702703,43,0.10256410256410256,33,-0.10810810810810811,43,0.22857142857142856,38,0.22580645161290322,28,-0.2,27,-0.15625,28,-0.0967741935483871,37,0.23333333333333334,33,0.1,37,0.27586206896551724,34,0.030303030303030304,32,0.10344827586206896,30,0.15384615384615385,44,0.3333333333333333,34,0.13333333333333333
2020-01-15,2020-01,Wed,3 2020,42,0.0,39,0.0,53,0.17777777777777778,33,-0.1951219512195122,37,-0.11904761904761904,42,0.024390243902439025,37,-0.11904761904761904,27,-0.03571428571428571,38,0.02702702702702703,39,0.0,37,-0.02631578947368421,33,-0.05714285714285714,40,0.1111111111111111,37,0.23333333333333334,31,-0.16216216216216217,30,-0.16666666666666666,28,-0.06666666666666667,38,0.26666666666666666,32,0.06666666666666667,33,0.1,34,0.030303030303030304,29,0.07407407407407407,28,0.07692307692307693,40,0.21212121212121213,33,0.13793103448275862
2020-01-16,2020-01,Thu,3 2020,45,0.046511627906976744,41,0.025,53,0.17777777777777778,35,-0.125,39,-0.07142857142857142,52,0.3,47,0.11904761904761904,26,-0.037037037037037035,40,0.02564102564102564,43,0.13157894736842105,35,-0.05405405405405406,35,0.0,40,0.14285714285714285,35,0.16666666666666666,30,-0.14285714285714285,31,-0.1388888888888889,29,0.0,39,0.3,36,0.16129032258064516,36,0.2413793103448276,33,0.0,33,0.17857142857142858,33,0.2692307692307692,38,0.15151515151515152,33,0.1
2020-01-17,2020-01,Fri,3 2020,39,-0.04878048780487805,34,-0.08108108108108109,37,-0.075,31,-0.08823529411764706,34,-0.10526315789473684,35,0.029411764705882353,34,-0.02857142857142857,21,-0.2222222222222222,36,-0.16279069767441862,39,0.11428571428571428,36,-0.02702702702702703,32,-0.08571428571428572,35,0.16666666666666666,32,0.06666666666666667,31,-0.11428571428571428,28,-0.125,30,0.0,27,-0.03571428571428571,28,-0.034482758620689655,29,0.03571428571428571,31,0.0,32,0.06666666666666667,29,0.20833333333333334,40,0.2903225806451613,30,0.034482758620689655
2020-01-18,2020-01,Sat,3 2020,20,-0.23076923076923078,21,-0.045454545454545456,26,0.0,19,-0.05,21,-0.125,22,-0.043478260869565216,15,-0.25,12,-0.2,18,-0.14285714285714285,21,0.05,21,-0.125,23,0.045454545454545456,18,0.0,25,0.25,19,-0.20833333333333334,13,-0.2777777777777778,26,0.3684210526315789,13,-0.3157894736842105,20,-0.047619047619047616,21,0.16666666666666666,17,-0.05555555555555555,19,0.05555555555555555,21,0.5,14,-0.125,16,-0.058823529411764705
2020-01-19,2020-01,Sun,3 2020,15,-0.3181818181818182,17,0.0625,14,-0.2222222222222222,9,-0.4,9,-0.3076923076923077,13,-0.07142857142857142,11,-0.21428571428571427,5,-0.5454545454545454,9,-0.4,14,0.0,17,-0.05555555555555555,14,-0.125,10,-0.23076923076923078,15,0.25,11,-0.21428571428571427,4,-0.6923076923076923,10,0.0,14,0.07692307692307693,10,-0.16666666666666666,12,0.2,9,-0.1,12,0.2,13,0.3,8,-0.2,9,-0.1
2020-01-20,2020-01,Mon,4 2020,41,0.0,38,-0.02564102564102564,46,0.06976744186046512,34,-0.08108108108108109,35,-0.14634146341463414,37,0.08823529411764706,36,-0.07692307692307693,24,-0.07692307692307693,32,-0.08571428571428572,37,0.08823529411764706,34,-0.10526315789473684,34,-0.08108108108108109,41,0.24242424242424243,33,0.06451612903225806,28,-0.125,23,-0.14814814814814814,32,0.06666666666666667,36,0.2,31,0.03333333333333333,31,0.06896551724137931,32,0.0,30,0.07142857142857142,25,0.0,36,0.125,33,0.13793103448275862
2020-01-21,2020-01,Tue,4 2020,43,0.0,41,0.05128205128205128,70,0.5555555555555556,38,-0.07317073170731707,40,-0.024390243902439025,40,0.02564102564102564,44,0.023255813953488372,29,-0.03333333333333333,42,0.13513513513513514,46,0.24324324324324326,35,-0.10256410256410256,35,-0.05405405405405406,50,0.42857142857142855,34,0.0967741935483871,29,-0.17142857142857143,25,-0.21875,29,-0.06451612903225806,40,0.3333333333333333,34,0.13333333333333333,35,0.20689655172413793,33,0.0,33,0.13793103448275862,35,0.34615384615384615,45,0.36363636363636365,35,0.16666666666666666
2020-01-22,2020-01,Wed,4 2020,44,0.047619047619047616,38,-0.02564102564102564,43,-0.044444444444444446,34,-0.17073170731707318,34,-0.19047619047619047,39,-0.04878048780487805,37,-0.11904761904761904,29,0.03571428571428571,35,-0.05405405405405406,45,0.15384615384615385,33,-0.13157894736842105,36,0.02857142857142857,50,0.3888888888888889,34,0.13333333333333333,30,-0.1891891891891892,31,-0.1388888888888889,27,-0.1,35,0.16666666666666666,29,-0.03333333333333333,33,0.1,36,0.09090909090909091,31,0.14814814814814814,30,0.15384615384615385,40,0.21212121212121213,33,0.13793103448275862
2020-01-23,2020-01,Thu,4 2020,41,-0.046511627906976744,37,-0.075,47,0.044444444444444446,33,-0.175,34,-0.19047619047619047,40,0.0,41,-0.023809523809523808,23,-0.14814814814814814,44,0.1282051282051282,39,0.02631578947368421,34,-0.08108108108108109,34,-0.02857142857142857,41,0.17142857142857143,38,0.26666666666666666,31,-0.11428571428571428,35,-0.027777777777777776,29,0.0,36,0.2,30,-0.03225806451612903,31,0.06896551724137931,32,-0.030303030303030304,29,0.03571428571428571,26,0.0,37,0.12121212121212122,32,0.06666666666666667
2020-01-24,2020-01,Fri,4 2020,38,-0.07317073170731707,34,-0.08108108108108109,40,0.0,31,-0.08823529411764706,31,-0.18421052631578946,34,0.0,36,0.02857142857142857,20,-0.25925925925925924,35,-0.18604651162790697,35,0.0,33,-0.10810810810810811,34,-0.02857142857142857,29,-0.03333333333333333,33,0.1,32,-0.08571428571428572,27,-0.15625,29,-0.03333333333333333,27,-0.03571428571428571,27,-0.06896551724137931,28,0.0,29,-0.06451612903225806,29,-0.03333333333333333,23,-0.041666666666666664,31,0.0,29,0.0
2020-01-25,2020-01,Sat,4 2020,20,-0.23076923076923078,22,0.0,25,-0.038461538461538464,18,-0.1,20,-0.16666666666666666,20,-0.13043478260869565,15,-0.25,11,-0.26666666666666666,16,-0.23809523809523808,17,-0.15,21,-0.125,22,0.0,17,-0.05555555555555555,22,0.1,23,-0.041666666666666664,12,-0.3333333333333333,16,-0.15789473684210525,31,0.631578947368421,20,-0.047619047619047616,18,0.0,16,-0.1111111111111111,18,0.0,14,0.0,15,-0.0625,14,-0.17647058823529413
2020-01-26,2020-01,Sun,4 2020,14,-0.36363636363636365,15,-0.0625,16,-0.1111111111111111,10,-0.3333333333333333,9,-0.3076923076923077,14,0.0,12,-0.14285714285714285,6,-0.45454545454545453,11,-0.26666666666666666,12,-0.14285714285714285,15,-0.16666666666666666,14,-0.125,11,-0.15384615384615385,14,0.16666666666666666,13,-0.07142857142857142,4,-0.6923076923076923,9,-0.1,8,-0.38461538461538464,11,-0.08333333333333333,11,0.1,10,0.0,10,0.0,10,0.0,9,-0.1,8,-0.2
2020-01-27,2020-01,Mon,5 2020,44,0.07317073170731707,37,-0.05128205128205128,53,0.23255813953488372,39,0.05405405405405406,37,-0.0975609756097561,38,0.11764705882352941,46,0.1794871794871795,21,-0.19230769230769232,37,0.05714285714285714,45,0.3235294117647059,42,0.10526315789473684,38,0.02702702702702703,38,0.15151515151515152,34,0.0967741935483871,33,0.03125,33,0.2222222222222222,30,0.0,31,0.03333333333333333,35,0.16666666666666666,33,0.13793103448275862,33,0.03125,31,0.10714285714285714,30,0.2,39,0.21875,33,0.13793103448275862
2020-01-28,2020-01,Tue,5 2020,48,0.11627906976744186,48,0.23076923076923078,45,0.0,40,-0.024390243902439025,38,-0.07317073170731707,43,0.10256410256410256,40,-0.06976744186046512,26,-0.13333333333333333,38,0.02702702702702703,45,0.21621621621621623,39,0.0,38,0.02702702702702703,38,0.08571428571428572,35,0.12903225806451613,33,-0.05714285714285714,33,0.03125,31,0.0,34,0.13333333333333333,35,0.16666666666666666,32,0.10344827586206896,41,0.24242424242424243,36,0.2413793103448276,38,0.46153846153846156,42,0.2727272727272727,34,0.13333333333333333
2020-01-29,2020-01,Wed,5 2020,47,0.11904761904761904,35,-0.10256410256410256,43,-0.044444444444444446,38,-0.07317073170731707,40,-0.047619047619047616,49,0.1951219512195122,40,-0.047619047619047616,20,-0.2857142857142857,36,-0.02702702702702703,39,0.0,33,-0.13157894736842105,33,-0.05714285714285714,33,-0.08333333333333333,31,0.03333333333333333,32,-0.13513513513513514,29,-0.19444444444444445,27,-0.1,37,0.23333333333333334,34,0.13333333333333333,31,0.03333333333333333,36,0.09090909090909091,28,0.037037037037037035,26,0.0,38,0.15151515151515152,33,0.13793103448275862
2020-01-30,2020-01,Thu,5 2020,43,0.0,40,0.0,45,0.0,36,-0.1,35,-0.16666666666666666,48,0.2,40,-0.047619047619047616,20,-0.25925925925925924,37,-0.05128205128205128,37,-0.02631578947368421,38,0.02702702702702703,34,-0.02857142857142857,34,-0.02857142857142857,33,0.1,35,0.0,35,-0.027777777777777776,28,-0.034482758620689655,28,-0.06666666666666667,32,0.03225806451612903,30,0.034482758620689655,32,-0.030303030303030304,28,0.0,26,0.0,36,0.09090909090909091,31,0.03333333333333333
2020-01-31,2020-01,Fri,5 2020,36,-0.12195121951219512,35,-0.05405405405405406,42,0.05,31,-0.08823529411764706,33,-0.13157894736842105,33,-0.029411764705882353,32,-0.08571428571428572,21,-0.2222222222222222,39,-0.09302325581395349,36,0.02857142857142857,37,0.0,34,-0.02857142857142857,28,-0.06666666666666667,32,0.06666666666666667,31,-0.11428571428571428,24,-0.25,26,-0.13333333333333333,25,-0.10714285714285714,31,0.06896551724137931,29,0.03571428571428571,33,0.06451612903225806,29,-0.03333333333333333,26,0.08333333333333333,33,0.06451612903225806,28,-0.034482758620689655
2020-02-01,2020-02,Sat,5 2020,22,-0.15384615384615385,22,0.0,31,0.19230769230769232,22,0.1,26,0.08333333333333333,24,0.043478260869565216,17,-0.15,12,-0.2,19,-0.09523809523809523,22,0.1,22,-0.08333333333333333,23,0.045454545454545456,18,0.0,26,0.3,21,-0.125,18,0.0,26,0.3684210526315789,16,-0.15789473684210525,22,0.047619047619047616,21,0.16666666666666666,23,0.2777777777777778,20,0.1111111111111111,22,0.5714285714285714,20,0.25,24,0.4117647058823529
2020-02-02,2020-02,Sun,5 2020,15,-0.3181818181818182,16,0.0,15,-0.16666666666666666,10,-0.3333333333333333,11,-0.15384615384615385,13,-0.07142857142857142,11,-0.21428571428571427,6,-0.45454545454545453,11,-0.26666666666666666,14,0.0,16,-0.1111111111111111,15,-0.0625,10,-0.23076923076923078,14,0.16666666666666666,12,-0.14285714285714285,5,-0.6153846153846154,10,0.0,7,-0.46153846153846156,13,0.08333333333333333,12,0.2,13,0.3,12,0.2,11,0.1,10,0.0,10,0.0
2020-02-03,2020-02,Mon,6 2020,41,0.0,34,-0.1282051282051282,41,-0.046511627906976744,48,0.2972972972972973,36,-0.12195121951219512,41,0.20588235294117646,35,-0.10256410256410256,20,-0.23076923076923078,36,0.02857142857142857,33,-0.029411764705882353,34,-0.10526315789473684,36,-0.02702702702702703,29,-0.12121212121212122,34,0.0967741935483871,39,0.21875,26,-0.037037037037037035,33,0.1,26,-0.13333333333333333,29,-0.03333333333333333,30,0.034482758620689655,36,0.125,28,0.0,25,0.0,29,-0.09375,30,0.034482758620689655
2020-02-04,2020-02,Tue,6 2020,45,0.046511627906976744,32,-0.1794871794871795,51,0.13333333333333333,42,0.024390243902439025,38,-0.07317073170731707,44,0.1282051282051282,43,0.0,26,-0.13333333333333333,47,0.2702702702702703,44,0.1891891891891892,33,-0.15384615384615385,37,0.0,39,0.11428571428571428,35,0.12903225806451613,32,-0.08571428571428572,25,-0.21875,29,-0.06451612903225806,30,0.0,32,0.06666666666666667,35,0.20689655172413793,36,0.09090909090909091,31,0.06896551724137931,30,0.15384615384615385,40,0.21212121212121213,34,0.13333333333333333
