GENESIS-Tabelle: 43311-0002
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatserhebung über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2002;Oktober;Laufwasser;1619246;1598925;-;-
2002;Oktober;Speicherwasser;235558;231295;-;-
2002;Oktober;Pumpspeicherwasser;351745;343667;-;-
2002;Oktober;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2002;Oktober;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2002;Oktober;Windkraft;15635;14583;-;-
2002;Oktober;Photovoltaik;48;48;-;-
2002;Oktober;Geothermie;-;-;-;-
2002;Oktober;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2002;Oktober;Solarthermie;-;-;-;-
2002;Oktober;Feste biogene Stoffe;27996;26080;-;265569
2002;Oktober;Flüssige biogene Stoffe;-;-;-;-
2002;Oktober;Biogas;2593;2440;-;9691
2002;Oktober;Biomethan (Bioerdgas);-;-;-;-
2002;Oktober;Klärgas;1057;1042;-;5904
2002;Oktober;Deponiegas;8585;8236;-;50889
2002;Oktober;Sonstige erneuerbare Energien;6423;5907;-;60371
2002;Oktober;Klärschlamm;3728;3252;-;41271
2002;Oktober;Abfall (Hausmüll, Industrie);341233;260775;-;4930192
2002;Oktober;Abfall (Industrie);-;-;-;-
2002;Oktober;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2002;Oktober;Kernenergie;14717848;13963618;-;-
2002;Oktober;Wärme;-;-;-;-
2002;Oktober;Strom (Elektrokessel);-;-;-;-
2002;Oktober;Sonstige Energieträger;4463;3751;-;44606
2002;Oktober;Andere Speicher;-;-;-;-
2002;Oktober;Insgesamt;45971493;43031969;-;29088290
2002;November;Steinkohlen;10542568;9683809;-;93166634
2002;November;Steinkohlenkoks;-;-;-;-
2002;November;Steinkohlenbriketts;-;-;-;-
2002;November;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2002;November;Sonstige Steinkohlen;-;-;-;-
2002;November;Rohbraunkohlen;13209190;12238968;-;127664205
2002;November;Hartbraunkohlen;87805;79419;-;915662
2002;November;Braunkohlenbriketts;4803;4301;-;68150
2002;November;Braunkohlenkoks;-;-;-;-
2002;November;Wirbelschichtkohle;-;-;-;-
2002;November;Staub- und Trockenkohle;56196;50662;-;344111
2002;November;Sonstige Braunkohlen;10727;9935;-;94421
2002;November;Dieselkraftstoff;968;943;-;9179
2002;November;Heizöl, leicht;44564;41275;-;673271
2002;November;Heizöl, schwer;44263;40990;-;443687
2002;November;Flüssiggas;4;4;-;183
2002;November;Raffineriegas;-;-;-;-
2002;November;Petrolkoks;17484;15121;-;278390
2002;November;Sonstige Mineralölprodukte;23546;21600;-;217527
2002;November;Erdgas, Erdölgas;4052546;3905136;-;25633442
2002;November;Grubengas;19100;17151;-;259961
2002;November;Kokereigas;3199;2871;-;43869
2002;November;Hochofengas;288367;267977;-;2760073
2002;November;Sonstige hergestellte Gase;21737;19837;-;102397
2002;November;Wasserstoff;-;-;-;-
2002;November;Laufwasser;1604470;1585285;-;-
2002;November;Speicherwasser;282948;278268;-;-
2002;November;Pumpspeicherwasser;338691;332003;-;-
2002;November;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2002;November;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2002;November;Windkraft;12083;10357;-;-
2002;November;Photovoltaik;193;196;-;-
2002;November;Geothermie;-;-;-;-
2002;November;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2002;November;Solarthermie;-;-;-;-
2002;November;Feste biogene Stoffe;27220;25129;-;285227
2002;November;Flüssige biogene Stoffe;-;-;-;-
2002;November;Biogas;2801;2648;-;10183
2002;November;Biomethan (Bioerdgas);-;-;-;-
2002;November;Klärgas;990;977;-;5442
2002;November;Deponiegas;10882;10486;-;52311
2002;November;Sonstige erneuerbare Energien;6509;5974;-;65643
2002;November;Klärschlamm;3954;3459;-;49762
2002;November;Abfall (Hausmüll, Industrie);334185;250580;-;4425415
2002;November;Abfall (Industrie);-;-;-;-
2002;November;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2002;November;Kernenergie;14222729;13508114;-;-
2002;November;Wärme;-;-;-;-
2002;November;Strom (Elektrokessel);-;-;-;-
2002;November;Sonstige Energieträger;3612;3092;-;31589
2002;November;Andere Speicher;-;-;-;-
2002;November;Insgesamt;45278335;42416564;-;33854478
2002;Dezember;Steinkohlen;10621172;9765923;-;92960876
2002;Dezember;Steinkohlenkoks;-;-;-;-
2002;Dezember;Steinkohlenbriketts;-;-;-;-
2002;Dezember;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2002;Dezember;Sonstige Steinkohlen;-;-;-;-
2002;Dezember;Rohbraunkohlen;13426158;12408085;-;128824105
2002;Dezember;Hartbraunkohlen;61955;55725;-;595694
2002;Dezember;Braunkohlenbriketts;4334;3847;-;70334
2002;Dezember;Braunkohlenkoks;-;-;-;-
2002;Dezember;Wirbelschichtkohle;-;-;-;-
2002;Dezember;Staub- und Trockenkohle;47195;42101;-;290028
2002;Dezember;Sonstige Braunkohlen;8738;8112;-;82537
2002;Dezember;Dieselkraftstoff;1971;1921;-;18997
2002;Dezember;Heizöl, leicht;56255;51465;-;610022
2002;Dezember;Heizöl, schwer;43872;40445;-;545011
2002;Dezember;Flüssiggas;165;155;-;574
2002;Dezember;Raffineriegas;-;-;-;-
2002;Dezember;Petrolkoks;8930;7381;-;221879
2002;Dezember;Sonstige Mineralölprodukte;109421;100284;-;971269
2002;Dezember;Erdgas, Erdölgas;4695238;4512728;-;30570593
2002;Dezember;Grubengas;49178;44555;-;472343
2002;Dezember;Kokereigas;6138;5559;-;59002
2002;Dezember;Hochofengas;311979;290414;-;2976303
2002;Dezember;Sonstige hergestellte Gase;20191;18492;-;94104
2002;Dezember;Wasserstoff;-;-;-;-
2002;Dezember;Laufwasser;1634774;1614470;-;-
2002;Dezember;Speicherwasser;212328;207626;-;-
2002;Dezember;Pumpspeicherwasser;340129;331085;-;-
2002;Dezember;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2002;Dezember;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2002;Dezember;Windkraft;13700;13421;-;-
2002;Dezember;Photovoltaik;256;247;-;-
2002;Dezember;Geothermie;-;-;-;-
2002;Dezember;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2002;Dezember;Solarthermie;-;-;-;-
2002;Dezember;Feste biogene Stoffe;26342;24286;-;330596
2002;Dezember;Flüssige biogene Stoffe;-;-;-;-
2002;Dezember;Biogas;2779;2632;-;9732
2002;Dezember;Biomethan (Bioerdgas);-;-;-;-
2002;Dezember;Klärgas;1072;1056;-;5709
2002;Dezember;Deponiegas;10655;10450;-;54376
2002;Dezember;Sonstige erneuerbare Energien;7745;7110;-;81809
2002;Dezember;Klärschlamm;23057;21240;-;237330
2002;Dezember;Abfall (Hausmüll, Industrie);307252;230326;-;4032673
2002;Dezember;Abfall (Industrie);-;-;-;-
2002;Dezember;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2002;Dezember;Kernenergie;14914384;14160759;-;-
2002;Dezember;Wärme;-;-;-;-
2002;Dezember;Strom (Elektrokessel);-;-;-;-
2002;Dezember;Sonstige Energieträger;2804;2568;-;21931
2002;Dezember;Andere Speicher;-;-;-;-
2002;Dezember;Insgesamt;46970165;43984469;-;42553002
2003;Januar;Steinkohlen;12540112;11561741;5103225;125190366
2003;Januar;Steinkohlenkoks;-;-;-;-
2003;Januar;Steinkohlenbriketts;-;-;-;-
2003;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;Januar;Sonstige Steinkohlen;-;-;-;-
2003;Januar;Rohbraunkohlen;13527828;12489939;1252009;133515383
2003;Januar;Hartbraunkohlen;49565;44464;1802;480147
2003;Januar;Braunkohlenbriketts;2311;1973;5737;80740
2003;Januar;Braunkohlenkoks;3331;2928;1457;34569
2003;Januar;Wirbelschichtkohle;-;-;-;-
2003;Januar;Staub- und Trockenkohle;45052;41126;110906;737111
2003;Januar;Sonstige Braunkohlen;41766;35472;39313;538056
2003;Januar;Dieselkraftstoff;1111;1096;-;11765
2003;Januar;Heizöl, leicht;79129;72640;137558;1374600
2003;Januar;Heizöl, schwer;43843;40383;57132;583375
2003;Januar;Flüssiggas;-;-;34;57
2003;Januar;Raffineriegas;-;-;-;-
2003;Januar;Petrolkoks;73307;67701;20296;823635
2003;Januar;Sonstige Mineralölprodukte;118128;107893;2929;1062217
2003;Januar;Erdgas, Erdölgas;5112078;4903033;6638281;56542633
2003;Januar;Grubengas;30412;27507;2672;302995
2003;Januar;Kokereigas;2809;2520;-;28119
2003;Januar;Hochofengas;332486;313509;64642;3412437
2003;Januar;Sonstige hergestellte Gase;24050;22246;71919;400056
2003;Januar;Wasserstoff;-;-;-;-
2003;Januar;Laufwasser;1555787;1532480;-;-
2003;Januar;Speicherwasser;236666;231898;-;-
2003;Januar;Pumpspeicherwasser;372128;367633;-;-
2003;Januar;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;Januar;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;Januar;Windkraft;16179;15029;-;-
2003;Januar;Photovoltaik;114;105;-;-
2003;Januar;Geothermie;-;-;-;-
2003;Januar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;Januar;Solarthermie;-;-;-;-
2003;Januar;Feste biogene Stoffe;15560;14069;50108;473283
2003;Januar;Flüssige biogene Stoffe;-;-;-;-
2003;Januar;Biogas;1633;1549;2067;21968
2003;Januar;Biomethan (Bioerdgas);-;-;-;-
2003;Januar;Klärgas;1508;1457;1516;15918
2003;Januar;Deponiegas;12505;11879;4515;108644
2003;Januar;Sonstige erneuerbare Energien;22939;20932;8597;235086
2003;Januar;Klärschlamm;4349;3852;1367;52059
2003;Januar;Abfall (Hausmüll, Industrie);309297;221174;661740;6901528
2003;Januar;Abfall (Industrie);-;-;-;-
2003;Januar;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;Januar;Kernenergie;14926452;14231180;-;-
2003;Januar;Wärme;-;-;-;-
2003;Januar;Strom (Elektrokessel);-;-;-;-
2003;Januar;Sonstige Energieträger;56732;52137;100841;596978
2003;Januar;Andere Speicher;-;-;-;-
2003;Januar;Insgesamt;49559166;46441544;14340662;333523725
2003;Februar;Steinkohlen;12794132;11811168;4980856;125283937
2003;Februar;Steinkohlenkoks;-;-;-;-
2003;Februar;Steinkohlenbriketts;-;-;-;-
2003;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;Februar;Sonstige Steinkohlen;-;-;-;-
2003;Februar;Rohbraunkohlen;12140756;11206728;1181015;118721923
2003;Februar;Hartbraunkohlen;36325;32713;2195;353736
2003;Februar;Braunkohlenbriketts;2247;2061;2595;62718
2003;Februar;Braunkohlenkoks;4391;3868;1692;46284
2003;Februar;Wirbelschichtkohle;-;-;-;-
2003;Februar;Staub- und Trockenkohle;38644;34043;105243;643051
2003;Februar;Sonstige Braunkohlen;41789;35444;39398;538481
2003;Februar;Dieselkraftstoff;902;889;-;8514
2003;Februar;Heizöl, leicht;60658;56200;152600;1103008
2003;Februar;Heizöl, schwer;39820;36847;40666;525005
2003;Februar;Flüssiggas;-;-;34;57
2003;Februar;Raffineriegas;-;-;-;-
2003;Februar;Petrolkoks;59004;53485;31848;728887
2003;Februar;Sonstige Mineralölprodukte;182080;166468;4770;1644542
2003;Februar;Erdgas, Erdölgas;5147772;4958347;6279069;56148987
2003;Februar;Grubengas;22566;20608;3454;223223
2003;Februar;Kokereigas;4056;3656;-;40354
2003;Februar;Hochofengas;299191;281733;57778;3097997
2003;Februar;Sonstige hergestellte Gase;20887;19201;65031;377247
2003;Februar;Wasserstoff;-;-;-;-
2003;Februar;Laufwasser;1259283;1240062;-;-
2003;Februar;Speicherwasser;137681;134526;-;-
2003;Februar;Pumpspeicherwasser;340899;335545;-;-
2003;Februar;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;Februar;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;Februar;Windkraft;6851;6072;-;-
2003;Februar;Photovoltaik;151;136;-;-
2003;Februar;Geothermie;-;-;-;-
2003;Februar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;Februar;Solarthermie;-;-;-;-
2003;Februar;Feste biogene Stoffe;21524;20016;60501;577200
2003;Februar;Flüssige biogene Stoffe;-;-;-;-
2003;Februar;Biogas;1467;1393;1914;19553
2003;Februar;Biomethan (Bioerdgas);-;-;-;-
2003;Februar;Klärgas;1470;1433;1499;16558
2003;Februar;Deponiegas;10753;10233;5567;95525
2003;Februar;Sonstige erneuerbare Energien;17764;16132;7501;179615
2003;Februar;Klärschlamm;4019;3564;1325;47278
2003;Februar;Abfall (Hausmüll, Industrie);313609;227933;640434;6693804
2003;Februar;Abfall (Industrie);-;-;-;-
2003;Februar;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;Februar;Kernenergie;13546850;12854361;4991;-
2003;Februar;Wärme;-;-;-;-
2003;Februar;Strom (Elektrokessel);-;-;-;-
2003;Februar;Sonstige Energieträger;50503;46802;91797;502791
2003;Februar;Andere Speicher;-;-;-;-
2003;Februar;Insgesamt;46608043;43621667;13763773;317680274
2003;März;Steinkohlen;12195173;11246366;3987554;116444314
2003;März;Steinkohlenkoks;-;-;-;-
2003;März;Steinkohlenbriketts;-;-;-;-
2003;März;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;März;Sonstige Steinkohlen;-;-;-;-
2003;März;Rohbraunkohlen;13322598;12233023;992369;130586361
2003;März;Hartbraunkohlen;48876;44056;2117;464799
2003;März;Braunkohlenbriketts;2582;2399;72;33178
2003;März;Braunkohlenkoks;5620;4951;1235;47087
2003;März;Wirbelschichtkohle;-;-;-;-
2003;März;Staub- und Trockenkohle;57952;52966;124129;857471
2003;März;Sonstige Braunkohlen;27435;23901;17954;310074
2003;März;Dieselkraftstoff;146;134;-;1303
2003;März;Heizöl, leicht;36900;34342;82887;540222
2003;März;Heizöl, schwer;35836;32710;32178;469129
2003;März;Flüssiggas;-;-;34;57
2003;März;Raffineriegas;-;-;-;-
2003;März;Petrolkoks;40335;36584;24973;610543
2003;März;Sonstige Mineralölprodukte;78818;71950;2706;735631
2003;März;Erdgas, Erdölgas;4225864;4067969;4774537;44076217
2003;März;Grubengas;36922;33398;3054;320493
2003;März;Kokereigas;5920;5315;-;50958
2003;März;Hochofengas;311682;294211;52072;3317468
2003;März;Sonstige hergestellte Gase;23772;21776;66219;377183
2003;März;Wasserstoff;-;-;-;-
2003;März;Laufwasser;1392472;1373453;-;-
2003;März;Speicherwasser;120082;117567;-;-
2003;März;Pumpspeicherwasser;410792;404081;-;-
2003;März;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;März;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;März;Windkraft;12640;12484;-;-
2003;März;Photovoltaik;222;209;-;-
2003;März;Geothermie;-;-;-;-
2003;März;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;März;Solarthermie;-;-;-;-
2003;März;Feste biogene Stoffe;22249;20647;50432;563753
2003;März;Flüssige biogene Stoffe;-;-;-;-
2003;März;Biogas;1579;1488;2057;20992
2003;März;Biomethan (Bioerdgas);-;-;-;-
2003;März;Klärgas;1657;1605;1708;18242
2003;März;Deponiegas;11002;10571;5892;101821
2003;März;Sonstige erneuerbare Energien;16078;14595;4245;155218
2003;März;Klärschlamm;11836;10587;1280;55038
2003;März;Abfall (Hausmüll, Industrie);357593;267193;602113;7285831
2003;März;Abfall (Industrie);-;-;-;-
2003;März;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;März;Kernenergie;14759262;14011499;5292;-
2003;März;Wärme;-;-;-;-
2003;März;Strom (Elektrokessel);-;-;-;-
2003;März;Sonstige Energieträger;57643;50793;103274;574516
2003;März;Andere Speicher;-;-;-;-
2003;März;Insgesamt;47631538;44502825;10940383;308017898
2003;April;Steinkohlen;10706616;9863963;3098516;101974030
2003;April;Steinkohlenkoks;-;-;-;-
2003;April;Steinkohlenbriketts;-;-;-;-
2003;April;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;April;Sonstige Steinkohlen;-;-;-;-
2003;April;Rohbraunkohlen;12723638;11749455;824525;125280513
2003;April;Hartbraunkohlen;46797;42174;1412;445242
2003;April;Braunkohlenbriketts;3023;2777;10;30939
2003;April;Braunkohlenkoks;-;-;-;-
2003;April;Wirbelschichtkohle;-;-;-;-
2003;April;Staub- und Trockenkohle;55299;49947;80648;743421
2003;April;Sonstige Braunkohlen;31920;28489;22928;388210
2003;April;Dieselkraftstoff;275;242;-;3568
2003;April;Heizöl, leicht;42623;39001;76683;823633
2003;April;Heizöl, schwer;71871;65154;20736;755168
2003;April;Flüssiggas;-;-;34;57
2003;April;Raffineriegas;-;-;-;-
2003;April;Petrolkoks;21972;19880;13960;456787
2003;April;Sonstige Mineralölprodukte;67190;61685;1867;617519
2003;April;Erdgas, Erdölgas;3374258;3238685;3632491;34734129
2003;April;Grubengas;31783;28878;2857;298180
2003;April;Kokereigas;6959;6276;-;65179
2003;April;Hochofengas;303482;287762;34163;3093069
2003;April;Sonstige hergestellte Gase;25189;23315;61781;393331
2003;April;Wasserstoff;-;-;-;-
2003;April;Laufwasser;1242908;1225469;-;-
2003;April;Speicherwasser;116559;114044;-;-
2003;April;Pumpspeicherwasser;388336;382859;-;-
2003;April;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;April;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;April;Windkraft;19501;18877;-;-
2003;April;Photovoltaik;251;242;-;-
2003;April;Geothermie;-;-;-;-
2003;April;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;April;Solarthermie;-;-;-;-
2003;April;Feste biogene Stoffe;25401;23528;55580;520035
2003;April;Flüssige biogene Stoffe;-;-;-;-
2003;April;Biogas;1434;1356;1845;19963
2003;April;Biomethan (Bioerdgas);-;-;-;-
2003;April;Klärgas;1569;1527;1759;17864
2003;April;Deponiegas;10009;9434;5585;95608
2003;April;Sonstige erneuerbare Energien;12757;11586;3218;123035
2003;April;Klärschlamm;13524;12130;1125;68614
2003;April;Abfall (Hausmüll, Industrie);362064;267743;550060;6919980
2003;April;Abfall (Industrie);-;-;-;-
2003;April;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;April;Kernenergie;13416265;12713136;4829;-
2003;April;Wärme;-;-;-;-
2003;April;Strom (Elektrokessel);-;-;-;-
2003;April;Sonstige Energieträger;56076;51643;97542;607195
2003;April;Andere Speicher;-;-;-;-
2003;April;Insgesamt;43179551;40341257;8594153;278475269
2003;Mai;Steinkohlen;9752761;8998381;1941989;92687936
2003;Mai;Steinkohlenkoks;-;-;-;-
2003;Mai;Steinkohlenbriketts;-;-;-;-
2003;Mai;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;Mai;Sonstige Steinkohlen;-;-;-;-
2003;Mai;Rohbraunkohlen;13173648;12188118;563151;127572459
2003;Mai;Hartbraunkohlen;61284;54881;664;584825
2003;Mai;Braunkohlenbriketts;1906;1745;71;20180
2003;Mai;Braunkohlenkoks;-;-;-;-
2003;Mai;Wirbelschichtkohle;-;-;-;-
2003;Mai;Staub- und Trockenkohle;43893;40085;39791;558466
2003;Mai;Sonstige Braunkohlen;45408;39377;30329;541257
2003;Mai;Dieselkraftstoff;275;270;-;2714
2003;Mai;Heizöl, leicht;36683;33771;40058;574181
2003;Mai;Heizöl, schwer;79626;72482;22050;801141
2003;Mai;Flüssiggas;-;-;34;57
2003;Mai;Raffineriegas;-;-;-;-
2003;Mai;Petrolkoks;24231;18862;1884;340125
2003;Mai;Sonstige Mineralölprodukte;56986;52209;1261;526842
2003;Mai;Erdgas, Erdölgas;2510458;2414463;2460295;25553263
2003;Mai;Grubengas;31071;28352;4669;291991
2003;Mai;Kokereigas;6280;5658;-;58920
2003;Mai;Hochofengas;314947;297029;15684;3157968
2003;Mai;Sonstige hergestellte Gase;19610;17812;52258;321289
2003;Mai;Wasserstoff;-;-;-;-
2003;Mai;Laufwasser;1513730;1492876;-;-
2003;Mai;Speicherwasser;127158;125105;-;-
2003;Mai;Pumpspeicherwasser;418996;413303;-;-
2003;Mai;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;Mai;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;Mai;Windkraft;13912;13549;-;-
2003;Mai;Photovoltaik;242;236;-;-
2003;Mai;Geothermie;-;-;-;-
2003;Mai;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;Mai;Solarthermie;-;-;-;-
2003;Mai;Feste biogene Stoffe;23394;21972;54000;570048
2003;Mai;Flüssige biogene Stoffe;-;-;-;-
2003;Mai;Biogas;1200;1113;1549;16480
2003;Mai;Biomethan (Bioerdgas);-;-;-;-
2003;Mai;Klärgas;1518;1484;1436;18093
2003;Mai;Deponiegas;11026;10520;5882;99125
2003;Mai;Sonstige erneuerbare Energien;7747;6986;2443;75226
2003;Mai;Klärschlamm;9252;8294;768;63661
2003;Mai;Abfall (Hausmüll, Industrie);353353;259631;431098;6600260
2003;Mai;Abfall (Industrie);-;-;-;-
2003;Mai;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;Mai;Kernenergie;12208855;11557277;4568;-
2003;Mai;Wärme;-;-;-;-
2003;Mai;Strom (Elektrokessel);-;-;-;-
2003;Mai;Sonstige Energieträger;57587;52638;101127;614514
2003;Mai;Andere Speicher;-;-;-;-
2003;Mai;Insgesamt;40907037;38228477;5777059;261651022
2003;Juni;Steinkohlen;8930861;8224726;1174847;85212737
2003;Juni;Steinkohlenkoks;-;-;-;-
2003;Juni;Steinkohlenbriketts;-;-;-;-
2003;Juni;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;Juni;Sonstige Steinkohlen;-;-;-;-
2003;Juni;Rohbraunkohlen;12010924;11052861;403122;117219422
2003;Juni;Hartbraunkohlen;37585;29422;1028;305518
2003;Juni;Braunkohlenbriketts;1635;1500;30;19401
2003;Juni;Braunkohlenkoks;-;-;-;-
2003;Juni;Wirbelschichtkohle;-;-;-;-
2003;Juni;Staub- und Trockenkohle;13597;11906;19541;219231
2003;Juni;Sonstige Braunkohlen;36860;32027;16563;420873
2003;Juni;Dieselkraftstoff;255;248;-;2603
2003;Juni;Heizöl, leicht;40014;36502;39820;691326
2003;Juni;Heizöl, schwer;81902;75392;21017;876282
2003;Juni;Flüssiggas;-;-;34;57
2003;Juni;Raffineriegas;-;-;-;-
2003;Juni;Petrolkoks;33774;31178;121;428757
2003;Juni;Sonstige Mineralölprodukte;89977;82706;1557;823144
2003;Juni;Erdgas, Erdölgas;2948782;2831786;1993768;28527051
2003;Juni;Grubengas;32186;29368;4584;292837
2003;Juni;Kokereigas;6533;5892;-;59221
2003;Juni;Hochofengas;296729;282568;14331;3010126
2003;Juni;Sonstige hergestellte Gase;9314;8041;31634;216872
2003;Juni;Wasserstoff;-;-;-;-
2003;Juni;Laufwasser;1289305;1272934;-;-
2003;Juni;Speicherwasser;128674;127026;-;-
2003;Juni;Pumpspeicherwasser;425028;418404;-;-
2003;Juni;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;Juni;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;Juni;Windkraft;11358;11308;-;-
2003;Juni;Photovoltaik;355;351;-;-
2003;Juni;Geothermie;-;-;-;-
2003;Juni;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;Juni;Solarthermie;-;-;-;-
2003;Juni;Feste biogene Stoffe;18664;16987;32585;380073
2003;Juni;Flüssige biogene Stoffe;-;-;-;-
2003;Juni;Biogas;1061;971;1086;16077
2003;Juni;Biomethan (Bioerdgas);-;-;-;-
2003;Juni;Klärgas;1335;1266;1239;16422
2003;Juni;Deponiegas;9979;9468;4874;93775
2003;Juni;Sonstige erneuerbare Energien;3911;3554;468;36589
2003;Juni;Klärschlamm;3819;3397;591;45438
2003;Juni;Abfall (Hausmüll, Industrie);386516;284706;423315;6462747
2003;Juni;Abfall (Industrie);-;-;-;-
2003;Juni;Abfall (Hausmüll, Siedlungsabfälle);-;-;-;-
2003;Juni;Kernenergie;12493562;11823701;2884;-
2003;Juni;Wärme;-;-;-;-
2003;Juni;Strom (Elektrokessel);-;-;-;-
2003;Juni;Sonstige Energieträger;60206;53751;96598;612513
2003;Juni;Andere Speicher;-;-;-;-
2003;Juni;Insgesamt;39404698;36763946;4285637;245989092
2003;Juli;Steinkohlen;10976205;10158492;1246107;102532270
2003;Juli;Steinkohlenkoks;-;-;-;-
2003;Juli;Steinkohlenbriketts;-;-;-;-
2003;Juli;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2003;Juli;Sonstige Steinkohlen;-;-;-;-
2003;Juli;Rohbraunkohlen;12090356;11153115;340519;115751576
2003;Juli;Hartbraunkohlen;50173;45173;877;469810
2003;Juli;Braunkohlenbriketts;1678;1534;21;15885
2003;Juli;Braunkohlenkoks;-;-;-;-
2003;Juli;Wirbelschichtkohle;-;-;-;-
2003;Juli;Staub- und Trockenkohle;45386;40083;28287;589775
2003;Juli;Sonstige Braunkohlen;57595;50077;27826;660694
2003;Juli;Dieselkraftstoff;335;329;-;3417
2003;Juli;Heizöl, leicht;41663;38100;37688;640626
2003;Juli;Heizöl, schwer;60827;55515;15455;655270
2003;Juli;Flüssiggas;-;-;34;57
2003;Juli;Raffineriegas;-;-;-;-
2003;Juli;Petrolkoks;46811;43883;303;585007
2003;Juli;Sonstige Mineralölprodukte;36819;33734;1050;351102
2003;Juli;Erdgas, Erdölgas;3153994;3035324;2085294;30387859
2003;Juli;Grubengas;30845;28164;4253;274207
2003;Juli;Kokereigas;5215;4703;-;45581
2003;Juli;Hochofengas;314116;295850;15340;3321676
2003;Juli;Sonstige hergestellte Gase;28587;26277;69944;458848
2003;Juli;Wasserstoff;-;-;-;-
2003;Juli;Laufwasser;1070170;1055166;-;-
2003;Juli;Speicherwasser;100799;99349;-;-
2003;Juli;Pumpspeicherwasser;520356;510952;-;-
2003;Juli;Pumpspeicher mit natürlichem Zufluss;-;-;-;-
2003;Juli;Pumpspeicher ohne natürlichen Zufluss;-;-;-;-
2003;Juli;Windkraft;11717;11594;-;-
2003;Juli;Photovoltaik;305;290;-;-
2003;Juli;Geothermie;-;-;-;-
2003;Juli;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2003;Juli;Solarthermie;-;-;-;-
